folder,code,file,kind,out_date,n_indicators,indicators,regions,year_min,year_max,excluded_series,n_records
要支援要介護認定者数　北塩原,B5-a,B5-a_調整済み認定率（要介護度別）_時系列 (7).xlsx,時系列,2026/08/25,9,【注目する地域のみ】合計調整済み認定率／【注目する地域のみ】調整済み認定率（経過的要介護）／【注目する地域のみ】調整済み認定率（要介護1）／【注目する地域のみ】調整済み認定率（要介護2）／【注目する地域のみ】調整済み認定率（要介護3）／【注目する地域のみ】調整済み認定率（要介護4）／【注目する地域のみ】調整済み認定率（要介護5）／【注目する地域のみ】調整済み認定率（要支援1）／【注目する地域のみ】調整済み認定率（要支援2）,北塩原村,2013,2025,0,117
要支援要介護認定者数　北塩原,B5-a,B5-a_調整済み認定率（要介護度別）_時系列 (8).xlsx,時系列,2026/08/25,9,【他地域と比較】合計調整済み認定率／【他地域と比較】調整済み認定率（経過的要介護）／【他地域と比較】調整済み認定率（要介護1）／【他地域と比較】調整済み認定率（要介護2）／【他地域と比較】調整済み認定率（要介護3）／【他地域と比較】調整済み認定率（要介護4）／【他地域と比較】調整済み認定率（要介護5）／【他地域と比較】調整済み認定率（要支援1）／【他地域と比較】調整済み認定率（要支援2）,北塩原村,2013,2025,1,117
要支援要介護認定者数　北塩原,B5-c,B5-c_調整済み認定率（要支援除く）_時系列 (6).xlsx,時系列,2026/08/25,6,【注目する地域のみ】合計調整済み認定率／【注目する地域のみ】調整済み認定率（要介護1）／【注目する地域のみ】調整済み認定率（要介護2）／【注目する地域のみ】調整済み認定率（要介護3）／【注目する地域のみ】調整済み認定率（要介護4）／【注目する地域のみ】調整済み認定率（要介護5）,北塩原村,2013,2025,0,78
要支援要介護認定者数　北塩原,B5-c,B5-c_調整済み認定率（要支援除く）_時系列 (7).xlsx,時系列,2026/08/25,6,【他地域と比較】合計調整済み認定率／【他地域と比較】調整済み認定率（要介護1）／【他地域と比較】調整済み認定率（要介護2）／【他地域と比較】調整済み認定率（要介護3）／【他地域と比較】調整済み認定率（要介護4）／【他地域と比較】調整済み認定率（要介護5）,北塩原村,2013,2025,1,78
要支援要介護認定者数　北塩原,B6-a,B6-a_調整済み重度認定率_時系列 (6).xlsx,時系列,2026/08/25,1,【注目する地域のみ】調整済み重度認定率,北塩原村,2013,2025,0,13
要支援要介護認定者数　北塩原,B6-a,B6-a_調整済み重度認定率_時系列 (7).xlsx,時系列,2026/08/25,1,【他地域と比較】調整済み重度認定率,北塩原村,2013,2025,1,13
要支援要介護認定者数　北塩原,B6-b,B6-b_調整済み軽度認定率_時系列 (6).xlsx,時系列,2026/08/25,1,【注目する地域のみ】調整済み軽度認定率,北塩原村,2013,2025,0,13
要支援要介護認定者数　北塩原,B6-b,B6-b_調整済み軽度認定率_時系列 (7).xlsx,時系列,2026/08/25,1,【他地域と比較】調整済み軽度認定率,北塩原村,2013,2025,1,13
要支援要介護認定者数　北塩原,B6,B6_調整済み重度認定率と調整済み軽度認定率の分布_2024_地域別 (3).xlsx,地域別,2026/08/25,2,調整済み軽度認定率／調整済み重度認定率,北塩原村,2024,2024,4,2
要支援要介護認定者数　北塩原,B7,B7_認知症高齢者自立度の状況_時系列 (1).xlsx,時系列,2026/08/25,17,認定者数合計／認知症高齢者自立度（Ⅰ）／認知症高齢者自立度（Ⅰ）の認定者数／認知症高齢者自立度（Ⅱａ）／認知症高齢者自立度（Ⅱａ）の認定者数／認知症高齢者自立度（Ⅱｂ）／認知症高齢者自立度（Ⅱｂ）の認定者数／認知症高齢者自立度（Ⅲa）／認知症高齢者自立度（Ⅲa）の認定者数／認知症高齢者自立度（Ⅲb）／認知症高齢者自立度（Ⅲb）の認定者数／認知症高齢者自立度（Ⅳ）／認知症高齢者自立度（Ⅳ）の認定者数／認知症高齢者自立度（自立）／認知症高齢者自立度（自立）の認定者数／認知症高齢者自立度（Ｍ）／認知症高齢者自立度（Ｍ）の認定者数,北塩原村,2012,2024,0,442
要支援要介護認定者数　北塩原,B8,B8_障害高齢者自立度の状況_時系列 (1).xlsx,時系列,2026/08/25,19,認定者数合計／障害高齢者自立度（自立）／障害高齢者自立度（自立）の認定者数／障害高齢者自立度（Ａ１）／障害高齢者自立度（Ａ１）の認定者数／障害高齢者自立度（Ａ２）／障害高齢者自立度（Ａ２）の認定者数／障害高齢者自立度（Ｂ１）／障害高齢者自立度（Ｂ１）の認定者数／障害高齢者自立度（Ｂ２）／障害高齢者自立度（Ｂ２）の認定者数／障害高齢者自立度（Ｃ１）／障害高齢者自立度（Ｃ１）の認定者数／障害高齢者自立度（Ｃ２）／障害高齢者自立度（Ｃ２）の認定者数／障害高齢者自立度（Ｊ１）／障害高齢者自立度（Ｊ１）の認定者数／障害高齢者自立度（Ｊ２）／障害高齢者自立度（Ｊ２）の認定者数,北塩原村,2012,2024,0,494
要支援要介護認定者数　北塩原,B9,B9_新規要支援・要介護認定者の要介護度別分布_時系列 (1).xlsx,時系列,2026/08/25,15,新規要支援・要介護認定者数合計／新規要支援・要介護認定者数（要介護１）／新規要支援・要介護認定者数（要介護２）／新規要支援・要介護認定者数（要介護３）／新規要支援・要介護認定者数（要介護４）／新規要支援・要介護認定者数（要介護５）／新規要支援・要介護認定者数（要支援１）／新規要支援・要介護認定者数（要支援２）／新規要支援・要介護認定者（要介護１）／新規要支援・要介護認定者（要介護２）／新規要支援・要介護認定者（要介護３）／新規要支援・要介護認定者（要介護４）／新規要支援・要介護認定者（要介護５）／新規要支援・要介護認定者（要支援１）／新規要支援・要介護認定者（要支援２）,北塩原村,2012,2024,0,187
