folder,file,code,kind,indicator,unit,region,period,year,period_type,value
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2007,2007,暦年,181.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2008,2008,暦年,179.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2009,2009,暦年,177.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2010,2010,暦年,175.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2011,2011,暦年,189.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2012,2012,暦年,202.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2013,2013,暦年,216.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2014,2014,暦年,229.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2015,2015,暦年,243.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2016,2016,暦年,252.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2017,2017,暦年,260.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2018,2018,暦年,269.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2019,2019,暦年,277.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2020,2020,暦年,286.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2021,2021,暦年,268.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2022,2022,暦年,250.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2023,2023,暦年,231.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2024,2024,暦年,213.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2025,2025,暦年,195.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2026,2026,暦年,192.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2027,2027,暦年,189.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2028,2028,暦年,187.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2029,2029,暦年,184.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2030,2030,暦年,181.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2031,2031,暦年,172.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2032,2032,暦年,163.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2033,2033,暦年,153.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2034,2034,暦年,144.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2035,2035,暦年,135.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2036,2036,暦年,132.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2037,2037,暦年,129.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2038,2038,暦年,127.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2039,2039,暦年,124.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2040,2040,暦年,121.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2041,2041,暦年,121.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2042,2042,暦年,121.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2043,2043,暦年,121.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2044,2044,暦年,121.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2045,2045,暦年,121.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2046,2046,暦年,118.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2047,2047,暦年,116.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2048,2048,暦年,113.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2049,2049,暦年,111.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（65~69歳）,（人）,北塩原村,2050,2050,暦年,108.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2000,2000,暦年,274.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2001,2001,暦年,264.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2002,2002,暦年,255.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2003,2003,暦年,245.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2004,2004,暦年,236.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2005,2005,暦年,226.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2006,2006,暦年,215.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2007,2007,暦年,204.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2008,2008,暦年,192.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2009,2009,暦年,181.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2010,2010,暦年,170.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2011,2011,暦年,167.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2012,2012,暦年,164.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2013,2013,暦年,162.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2014,2014,暦年,159.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2015,2015,暦年,156.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2016,2016,暦年,169.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2017,2017,暦年,182.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2018,2018,暦年,195.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2019,2019,暦年,208.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2020,2020,暦年,221.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2021,2021,暦年,229.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2022,2022,暦年,237.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2023,2023,暦年,246.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2024,2024,暦年,254.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2025,2025,暦年,262.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2026,2026,暦年,245.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2027,2027,暦年,229.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2028,2028,暦年,212.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2029,2029,暦年,196.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2030,2030,暦年,179.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2031,2031,暦年,177.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2032,2032,暦年,174.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2033,2033,暦年,172.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2034,2034,暦年,169.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2035,2035,暦年,167.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2036,2036,暦年,159.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2037,2037,暦年,150.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2038,2038,暦年,142.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2039,2039,暦年,133.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2040,2040,暦年,125.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2041,2041,暦年,123.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2042,2042,暦年,121.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2043,2043,暦年,118.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2044,2044,暦年,116.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2045,2045,暦年,114.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2046,2046,暦年,114.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2047,2047,暦年,114.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2048,2048,暦年,113.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2049,2049,暦年,113.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（70~74歳）,（人）,北塩原村,2050,2050,暦年,113.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2000,2000,暦年,201.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2001,2001,暦年,208.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2002,2002,暦年,215.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2003,2003,暦年,221.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2004,2004,暦年,228.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2005,2005,暦年,235.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2006,2006,暦年,224.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2007,2007,暦年,214.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2008,2008,暦年,203.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2009,2009,暦年,193.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2010,2010,暦年,182.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2011,2011,暦年,177.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2012,2012,暦年,171.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2013,2013,暦年,166.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2014,2014,暦年,160.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2015,2015,暦年,155.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2016,2016,暦年,152.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2017,2017,暦年,149.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2018,2018,暦年,147.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2019,2019,暦年,144.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2020,2020,暦年,141.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2021,2021,暦年,151.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2022,2022,暦年,161.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2023,2023,暦年,171.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2024,2024,暦年,181.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2025,2025,暦年,191.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2026,2026,暦年,199.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2027,2027,暦年,206.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2028,2028,暦年,214.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2029,2029,暦年,221.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2030,2030,暦年,229.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2031,2031,暦年,215.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2032,2032,暦年,201.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2033,2033,暦年,186.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2034,2034,暦年,172.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2035,2035,暦年,158.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2036,2036,暦年,156.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2037,2037,暦年,154.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2038,2038,暦年,152.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2039,2039,暦年,150.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2040,2040,暦年,148.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2041,2041,暦年,141.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2042,2042,暦年,134.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2043,2043,暦年,127.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2044,2044,暦年,120.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2045,2045,暦年,113.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2046,2046,暦年,111.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2047,2047,暦年,109.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2048,2048,暦年,106.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2049,2049,暦年,104.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（75~79歳）,（人）,北塩原村,2050,2050,暦年,102.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2000,2000,暦年,116.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2001,2001,暦年,125.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2002,2002,暦年,134.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2003,2003,暦年,142.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2004,2004,暦年,151.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2005,2005,暦年,160.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2006,2006,暦年,166.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2007,2007,暦年,171.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2008,2008,暦年,177.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2009,2009,暦年,182.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2010,2010,暦年,188.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2011,2011,暦年,180.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2012,2012,暦年,172.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2013,2013,暦年,164.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2014,2014,暦年,156.0
人口　北塩原,A4_高齢者の年齢構成（５歳階級別）_時系列 (3).xlsx,A4,時系列,高齢者数（80~84歳）,（人）,北塩原村,2015,2015,暦年,148.0
